observed_on,latitude,longitude,positional_accuracy,species_guess,scientific_name,taxon_id,taxon_genus_name,taxon_species_name
10/9/2019,32.12081606,-110.8483833,5,Monarch,Danaus plexippus,48662,Danaus,Danaus plexippus
10/10/2019,32.22388007,-110.9419101,5,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
10/10/2019,32.19703458,-110.7066574,6,American Snout,Libytheana carinenta,58561,Libytheana,Libytheana carinenta
10/10/2019,32.24391167,-111.1654138,5,Two-tailed Swallowtail,Papilio multicaudata,68263,Papilio,Papilio multicaudata
10/10/2019,32.27415115,-110.9601635,9,Gulf Fritillary,Agraulis vanillae,49150,Agraulis,Agraulis vanillae
10/10/2019,32.24344855,-111.167666,68,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
10/10/2019,32.27420597,-110.900952,,Great Purple Hairstreak,Atlides halesus,59128,Atlides,Atlides halesus
10/11/2019,32.24833667,-110.908325,572,Monarch,Danaus plexippus,48662,Danaus,Danaus plexippus
10/12/2019,32.25017803,-111.1658846,4,Gray Hairstreak,Strymon melinus,50931,Strymon,Strymon melinus
10/12/2019,32.25553466,-111.1597557,8,Fatal Metalmark,Calephelis nemesis,129363,Calephelis,Calephelis nemesis
10/16/2019,32.20953,-110.9712617,10,Monarch,Danaus plexippus,48662,Danaus,Danaus plexippus
10/18/2019,32.22916667,-111.146325,200,Empress Leilia,Asterocampa leilia,148793,Asterocampa,Asterocampa leilia
10/18/2019,32.229205,-111.1463778,5,Empress Leilia,Asterocampa leilia,148793,Asterocampa,Asterocampa leilia
10/18/2019,32.29294828,-110.8378746,42,Western Giant Swallowtail,Papilio rumiko,509627,Papilio,Papilio rumiko
10/18/2019,32.21764167,-110.9635,,Western Giant Swallowtail,Papilio rumiko,509627,Papilio,Papilio rumiko
10/19/2019,32.21922,-110.9555133,10,Western Giant Swallowtail,Papilio rumiko,509627,Papilio,Papilio rumiko
10/19/2019,32.24065482,-110.7210963,32,West Coast Lady,Vanessa annabella,50786,Vanessa,Vanessa annabella
10/20/2019,32.28567833,-110.9468083,,Western Giant Swallowtail,Papilio rumiko,509627,Papilio,Papilio rumiko
10/20/2019,32.24335,-111.1661528,5,Monarch,Danaus plexippus,48662,Danaus,Danaus plexippus
10/20/2019,32.24331667,-111.166175,5,Monarch,Danaus plexippus,48662,Danaus,Danaus plexippus
10/22/2019,32.2328814,-110.9003226,202,Gray Hairstreak,Strymon melinus,50931,Strymon,Strymon melinus
10/22/2019,32.2328814,-110.9003226,202,Eufala Skipper,Lerodea eufala,59195,Lerodea,Lerodea eufala
10/22/2019,32.2328814,-110.9003226,202,Palmer's Metalmark,Apodemia palmerii,214020,Apodemia,Apodemia palmerii
10/22/2019,32.2328814,-110.9003226,202,Monarch,Danaus plexippus,48662,Danaus,Danaus plexippus
10/22/2019,32.25553095,-110.7337211,15,American Snout,Libytheana carinenta,58561,Libytheana,Libytheana carinenta
10/24/2019,32.25574644,-110.7330881,26,Common Buckeye,Junonia coenia,48505,Junonia,Junonia coenia
10/26/2019,32.24473994,-110.7220291,10,Empress Leilia,Asterocampa leilia,148793,Asterocampa,Asterocampa leilia
10/27/2019,32.25565373,-110.7332062,8,Ceraunus Blue,Hemiargus ceraunus,69940,Hemiargus,Hemiargus ceraunus
10/27/2019,32.25565458,-110.7332075,2,Checkered White,Pontia protodice,59119,Pontia,Pontia protodice
10/27/2019,32.25562849,-110.7332048,2,Fiery Skipper,Hylephila phyleus,50340,Hylephila,Hylephila phyleus
10/27/2019,32.24380341,-111.1654701,17,White-patched Skipper,Chiomara georgina,146736,Chiomara,Chiomara georgina
10/29/2019,32.25717502,-110.7316827,15,Ceraunus Blue,Hemiargus ceraunus,69940,Hemiargus,Hemiargus ceraunus
10/29/2019,32.25482816,-111.1973948,8,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
10/30/2019,32.24332775,-111.1674964,6,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
10/30/2019,32.2328814,-110.9003226,202,Fiery Skipper,Hylephila phyleus,50340,Hylephila,Hylephila phyleus
10/30/2019,32.2328814,-110.9003226,202,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/31/2019,32.23197167,-110.949005,12,Western Giant Swallowtail,Papilio rumiko,509627,Papilio,Papilio rumiko
11/1/2019,32.230457,-110.951934,,Monarch,Danaus plexippus,48662,Danaus,Danaus plexippus
11/2/2019,32.24994924,-110.7930216,31,Ceraunus Blue,Hemiargus ceraunus,69940,Hemiargus,Hemiargus ceraunus
11/2/2019,32.24974218,-110.792233,8,Checkered White,Pontia protodice,59119,Pontia,Pontia protodice
11/2/2019,32.18360683,-110.8177922,1817,Fiery Skipper,Hylephila phyleus,50340,Hylephila,Hylephila phyleus
11/2/2019,32.25684966,-110.7314155,43,Common Buckeye,Junonia coenia,48505,Junonia,Junonia coenia
11/2/2019,32.2574992,-110.7315318,31,Ceraunus Blue,Hemiargus ceraunus,69940,Hemiargus,Hemiargus ceraunus
11/2/2019,32.2567854,-110.7313827,15,Eufala Skipper,Lerodea eufala,59195,Lerodea,Lerodea eufala
11/3/2019,32.243345,-111.1662362,5,Monarch,Danaus plexippus,48662,Danaus,Danaus plexippus
11/3/2019,32.24331667,-111.1662305,5,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
11/3/2019,32.27617405,-111.1955322,51,Empress Leilia,Asterocampa leilia,148793,Asterocampa,Asterocampa leilia
11/3/2019,32.27744127,-111.1971119,182,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
11/3/2019,32.27604844,-111.1989569,653,American Snout,Libytheana carinenta,58561,Libytheana,Libytheana carinenta
11/4/2019,32.25612609,-110.9344461,5,Western Giant Swallowtail,Papilio rumiko,509627,Papilio,Papilio rumiko
11/4/2019,32.24337,-111.166695,5,Reakirt's Blue,Echinargus isola,118914,Echinargus,Echinargus isola
11/4/2019,32.25437098,-110.9638569,,Sleepy Orange,Abaeis nicippe,81727,Abaeis,Abaeis nicippe
11/5/2019,32.30845333,-110.9133217,8,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
11/5/2019,32.30846667,-110.913345,32,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
11/5/2019,32.23628667,-110.839845,65,Monarch,Danaus plexippus,48662,Danaus,Danaus plexippus
11/5/2019,32.24402167,-111.1661695,5,Ceraunus Blue,Hemiargus ceraunus,69940,Hemiargus,Hemiargus ceraunus
11/6/2019,32.29774588,-110.9796336,9,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
11/6/2019,32.24068333,-110.96727,,Western Pygmy-Blue,Brephidium exilis,53843,Brephidium,Brephidium exilis
11/6/2019,32.20942223,-110.9868412,5,Western Pygmy-Blue,Brephidium exilis,53843,Brephidium,Brephidium exilis
11/6/2019,32.26220006,-111.0309953,18,Western Giant Swallowtail,Papilio rumiko,509627,Papilio,Papilio rumiko
11/7/2019,32.24833667,-110.9082717,6,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
11/7/2019,32.23336667,-110.9654217,12,Western Giant Swallowtail,Papilio rumiko,509627,Papilio,Papilio rumiko
11/7/2019,32.23662049,-110.9673189,22,Marine Blue,Leptotes marina,59152,Leptotes,Leptotes marina
11/7/2019,32.23956019,-110.9685027,22,Western Pygmy-Blue,Brephidium exilis,53843,Brephidium,Brephidium exilis
11/7/2019,32.24834167,-110.908355,6,Texan Crescent,Anthanassa texana,132339,Anthanassa,Anthanassa texana
11/7/2019,32.24832167,-110.9083417,6,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
11/7/2019,32.24831667,-110.9083417,6,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
11/7/2019,32.25411444,-111.1642258,882,Reakirt's Blue,Echinargus isola,118914,Echinargus,Echinargus isola
11/8/2019,32.24838833,-110.9084333,5,Texan Crescent,Anthanassa texana,132339,Anthanassa,Anthanassa texana
11/8/2019,32.24831333,-110.9082633,5,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
11/8/2019,32.20956667,-110.971205,,White Checkered-Skipper,Burnsius albescens,1038405,Burnsius,Burnsius albescens
11/8/2019,32.2436287,-110.9459163,5,Marine Blue,Leptotes marina,59152,Leptotes,Leptotes marina
11/8/2019,32.24801667,-110.9095217,5,Black Swallowtail,Papilio polyxenes,58523,Papilio,Papilio polyxenes
11/8/2019,32.20966333,-110.971205,,Fiery Skipper,Hylephila phyleus,50340,Hylephila,Hylephila phyleus
11/8/2019,32.248325,-110.9082333,5,Monarch,Danaus plexippus,48662,Danaus,Danaus plexippus
11/8/2019,32.2484782,-110.9085669,116,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
11/8/2019,32.24836747,-110.9085661,96,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
11/8/2019,32.24838684,-110.9085466,114,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
11/8/2019,32.24839819,-110.908597,113,Texan Crescent,Anthanassa texana,132339,Anthanassa,Anthanassa texana
11/8/2019,32.24832989,-110.9086117,114,Monarch,Danaus plexippus,48662,Danaus,Danaus plexippus
11/8/2019,32.24825333,-110.9083033,,Fiery Skipper,Hylephila phyleus,50340,Hylephila,Hylephila phyleus
11/8/2019,32.24809667,-110.9077833,5,Empress Leilia,Asterocampa leilia,148793,Asterocampa,Asterocampa leilia
11/8/2019,32.248473,-110.9090323,4,Western Giant Swallowtail,Papilio rumiko,509627,Papilio,Papilio rumiko
11/9/2019,32.24673718,-110.9289336,10,Gray Hairstreak,Strymon melinus,50931,Strymon,Strymon melinus
11/9/2019,32.24342346,-111.1672974,,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
11/9/2019,32.24274063,-111.167511,,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
11/9/2019,32.24061566,-110.9673233,22,Small Checkered-Skipper,Pyrgus scriptura,122363,Pyrgus,Pyrgus scriptura
11/9/2019,32.25441667,-111.1971583,5,Orange Skipperling,Copaeodes aurantiaca,129415,Copaeodes,Copaeodes aurantiaca
11/9/2019,32.18393333,-111.0891112,5,Erynnis funeralis,Erynnis funeralis,59188,Erynnis,Erynnis funeralis
11/9/2019,32.24237507,-111.1686031,209,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
11/9/2019,32.2425112,-111.1685549,209,Sleepy Orange,Abaeis nicippe,81727,Abaeis,Abaeis nicippe
11/9/2019,32.24262463,-111.1683778,209,Fiery Skipper,Hylephila phyleus,50340,Hylephila,Hylephila phyleus
11/9/2019,32.24262463,-111.1683778,209,Funereal Duskywing,Erynnis funeralis,59188,Erynnis,Erynnis funeralis
11/9/2019,32.24262463,-111.1683778,209,Gulf Fritillary,Agraulis vanillae,49150,Agraulis,Agraulis vanillae
11/9/2019,32.25444579,-111.1971768,2,Empress Leilia,Asterocampa leilia,148793,Asterocampa,Asterocampa leilia
11/9/2019,32.25460439,-111.1972639,2,Mexican Yellow,Eurema mexicana,122374,Eurema,Eurema mexicana
11/9/2019,32.25446593,-111.1971788,2,Texan Crescent,Anthanassa texana,132339,Anthanassa,Anthanassa texana
11/10/2019,32.21450616,-111.0678533,348,Empress Leilia,Asterocampa leilia,148793,Asterocampa,Asterocampa leilia
11/10/2019,32.25987725,-111.2004027,110,Ceraunus Blue,Hemiargus ceraunus,69940,Hemiargus,Hemiargus ceraunus
11/11/2019,32.21261096,-110.9430635,22,Eufala Skipper,Lerodea eufala,59195,Lerodea,Lerodea eufala
11/11/2019,32.310569,-111.1602077,699,American Snout,Libytheana carinenta,58561,Libytheana,Libytheana carinenta
11/11/2019,32.310569,-111.1602077,699,Sleepy Orange,Abaeis nicippe,81727,Abaeis,Abaeis nicippe
11/12/2019,32.31818,-110.8108283,6,Empress Leilia,Asterocampa leilia,148793,Asterocampa,Asterocampa leilia
11/12/2019,32.24202633,-110.9428704,51,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
11/12/2019,32.2318499,-110.9527153,128,Western Giant Swallowtail,Papilio rumiko,509627,Papilio,Papilio rumiko
11/12/2019,32.31489264,-110.8106228,523,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
11/12/2019,32.31489264,-110.8106228,523,Marine Blue,Leptotes marina,59152,Leptotes,Leptotes marina
11/12/2019,32.31489264,-110.8106228,523,Texan Crescent,Anthanassa texana,132339,Anthanassa,Anthanassa texana
11/13/2019,32.21104959,-110.8375902,5,American Snout,Libytheana carinenta,58561,Libytheana,Libytheana carinenta
11/14/2019,32.23155975,-110.96698,,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
11/14/2019,32.231545,-110.9669333,28,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
11/14/2019,32.23154167,-110.9669283,28,Fiery Skipper,Hylephila phyleus,50340,Hylephila,Hylephila phyleus
11/14/2019,32.23153667,-110.9668967,13,Funereal Duskywing,Erynnis funeralis,59188,Erynnis,Erynnis funeralis
11/15/2019,32.231475,-110.9671167,14,Gray Hairstreak,Strymon melinus,50931,Strymon,Strymon melinus
11/15/2019,32.23153167,-110.966905,5,Monarch,Danaus plexippus,48662,Danaus,Danaus plexippus
11/15/2019,32.24337833,-111.167525,10,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
11/15/2019,32.243605,-111.1677467,165,Monarch,Danaus plexippus,48662,Danaus,Danaus plexippus
11/16/2019,32.20733333,-110.9867783,10,Western Pygmy-Blue,Brephidium exilis,53843,Brephidium,Brephidium exilis
11/17/2019,32.24332833,-111.167655,10,Eufala Skipper,Lerodea eufala,59195,Lerodea,Lerodea eufala
11/17/2019,32.24567,-110.8544083,14,Western Giant Swallowtail,Papilio rumiko,509627,Papilio,Papilio rumiko
11/17/2019,32.24244667,-111.1665333,6,Funereal Duskywing,Erynnis funeralis,59188,Erynnis,Erynnis funeralis
11/17/2019,32.24310641,-111.1676037,15,Sleepy Orange,Abaeis nicippe,81727,Abaeis,Abaeis nicippe
11/17/2019,32.24323294,-111.1676096,8,Marine Blue,Leptotes marina,59152,Leptotes,Leptotes marina
11/18/2019,32.24366333,-111.1680617,5,Great Purple Hairstreak,Atlides halesus,59128,Atlides,Atlides halesus
11/18/2019,32.24333667,-111.1676117,5,White Checkered-Skipper,Burnsius albescens,1038405,Burnsius,Burnsius albescens
11/18/2019,32.24303,-111.1668083,5,Empress Leilia,Asterocampa leilia,148793,Asterocampa,Asterocampa leilia
11/18/2019,32.139501,-110.867235,225,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
11/18/2019,32.139501,-110.867235,225,Texan Crescent,Anthanassa texana,132339,Anthanassa,Anthanassa texana
11/18/2019,32.223791,-111.144268,5287,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
11/18/2019,32.223791,-111.144268,5287,Monarch,Danaus plexippus,48662,Danaus,Danaus plexippus
11/18/2019,32.223791,-111.144268,5287,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
11/22/2019,32.243325,-111.16742,27,Pipevine Swallowtail,Battus philenor,49972,Battus,Battus philenor
11/23/2019,32.233155,-110.9149783,12,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
11/24/2019,32.24267364,-110.9666102,10,Western Giant Swallowtail,Papilio rumiko,509627,Papilio,Papilio rumiko
11/24/2019,32.21139485,-110.9376964,5,Monarch,Danaus plexippus,48662,Danaus,Danaus plexippus
11/24/2019,32.22554521,-110.9324287,22,Marine Blue,Leptotes marina,59152,Leptotes,Leptotes marina
11/25/2019,32.27650639,-111.0794176,,Texan Crescent,Anthanassa texana,132339,Anthanassa,Anthanassa texana
11/26/2019,32.21090509,-110.8375786,50,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
11/26/2019,32.24332,-111.1660222,5,Monarch,Danaus plexippus,48662,Danaus,Danaus plexippus
11/30/2019,32.24828176,-110.9083398,4,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
11/30/2019,32.32521204,-110.9889602,5,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
12/1/2019,32.31108833,-110.8105917,5,American Snout,Libytheana carinenta,58561,Libytheana,Libytheana carinenta
12/1/2019,32.24840504,-110.9086884,95,American Snout,Libytheana carinenta,58561,Libytheana,Libytheana carinenta
12/1/2019,32.24840504,-110.9086884,95,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
12/1/2019,32.24840504,-110.9086884,95,Monarch,Danaus plexippus,48662,Danaus,Danaus plexippus
12/1/2019,32.24840504,-110.9086884,95,Texan Crescent,Anthanassa texana,132339,Anthanassa,Anthanassa texana
12/1/2019,32.24840504,-110.9086884,95,Gulf Fritillary,Agraulis vanillae,49150,Agraulis,Agraulis vanillae
12/1/2019,32.24840504,-110.9086884,95,Fiery Skipper,Hylephila phyleus,50340,Hylephila,Hylephila phyleus
12/1/2019,32.24840504,-110.9086884,95,Marine Blue,Leptotes marina,59152,Leptotes,Leptotes marina
12/1/2019,32.29156321,-111.2083819,33,Great Purple Hairstreak,Atlides halesus,59128,Atlides,Atlides halesus
12/3/2019,32.315843,-110.810248,5,Empress Leilia,Asterocampa leilia,148793,Asterocampa,Asterocampa leilia
12/3/2019,32.31573,-110.810295,5,Empress Leilia,Asterocampa leilia,148793,Asterocampa,Asterocampa leilia
12/3/2019,32.27952947,-111.0212214,239,Marine Blue,Leptotes marina,59152,Leptotes,Leptotes marina
12/3/2019,32.27927481,-111.0217023,65,Fatal Metalmark,Calephelis nemesis,129363,Calephelis,Calephelis nemesis
12/4/2019,32.2304678,-110.9517723,22,Monarch,Danaus plexippus,48662,Danaus,Danaus plexippus
12/4/2019,32.2328729,-110.9003399,24,,Calephelis nemesis,129363,Calephelis,Calephelis nemesis
12/5/2019,32.24196016,-110.7975831,621,Fiery Skipper,Hylephila phyleus,50340,Hylephila,Hylephila phyleus
12/5/2019,32.24194199,-110.7977977,621,Monarch,Danaus plexippus,48662,Danaus,Danaus plexippus
12/6/2019,32.28434127,-111.0316998,392,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
12/7/2019,32.2638066,-110.8445672,72,Fiery Skipper,Hylephila phyleus,50340,Hylephila,Hylephila phyleus
12/8/2019,32.15346139,-110.7535297,,Checkered White,Pontia protodice,59119,Pontia,Pontia protodice
12/10/2019,32.25556412,-110.7334422,98,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
12/14/2019,32.24337365,-111.1675219,5,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
12/14/2019,32.24865833,-110.90892,5,Monarch,Danaus plexippus,48662,Danaus,Danaus plexippus
12/14/2019,32.24818,-110.9081333,5,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
12/14/2019,32.248375,-110.908005,5,Gulf Fritillary,Agraulis vanillae,49150,Agraulis,Agraulis vanillae
12/14/2019,32.22092,-110.9687283,,Hackberry Emperor,Asterocampa celtis,68264,Asterocampa,Asterocampa celtis
12/14/2019,32.22537663,-110.9326021,22,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
12/15/2019,32.244013,-111.168174,209,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
12/22/2019,32.21788337,-110.9842695,22,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
12/22/2019,32.24236536,-111.1680694,8,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
12/26/2019,32.27927569,-111.0220765,166,American Snout,Libytheana carinenta,58561,Libytheana,Libytheana carinenta
12/26/2019,32.27842636,-111.0247084,85,Sleepy Orange,Abaeis nicippe,81727,Abaeis,Abaeis nicippe
12/26/2019,32.20591582,-110.7084235,87,Checkered White,Pontia protodice,59119,Pontia,Pontia protodice
12/31/2019,32.31131259,-110.8012884,172,Ceraunus Blue,Hemiargus ceraunus,69940,Hemiargus,Hemiargus ceraunus
1/7/2020,32.24206132,-110.797687,373,Monarch,Danaus plexippus,48662,Danaus,Danaus plexippus
1/9/2020,32.2814093,-110.9695803,196,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
1/13/2020,32.242541,-110.797905,621,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
1/14/2020,32.31392906,-110.8186082,168,Echo Azure,Celastrina echo,52484,Celastrina,Celastrina echo
1/14/2020,32.32060704,-110.813956,111,Echo Azure,Celastrina echo,52484,Celastrina,Celastrina echo
1/14/2020,32.32060704,-110.813956,111,Ceraunus Blue,Hemiargus ceraunus,69940,Hemiargus,Hemiargus ceraunus
1/14/2020,32.31409595,-110.8125064,83,Echo Azure,Celastrina echo,52484,Celastrina,Celastrina echo
1/17/2020,32.27815793,-111.0245465,47,Checkered White,Pontia protodice,59119,Pontia,Pontia protodice
1/17/2020,32.27815793,-111.0245465,47,Sleepy Orange,Abaeis nicippe,81727,Abaeis,Abaeis nicippe
1/17/2020,32.27815793,-111.0245465,47,Southern Dogface,Zerene cesonia,129362,Zerene,Zerene cesonia
1/17/2020,32.27815793,-111.0245465,47,Mourning Cloak,Nymphalis antiopa,56832,Nymphalis,Nymphalis antiopa
1/18/2020,32.26429363,-110.8333171,255,Checkered White,Pontia protodice,59119,Pontia,Pontia protodice
1/18/2020,32.26429363,-110.8333171,255,Sleepy Orange,Abaeis nicippe,81727,Abaeis,Abaeis nicippe
1/19/2020,32.27118292,-111.0159465,343,Checkered White,Pontia protodice,59119,Pontia,Pontia protodice
1/24/2020,32.22342901,-110.9706592,188,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
1/26/2020,32.20931846,-110.9227781,93,Monarch,Danaus plexippus,48662,Danaus,Danaus plexippus
1/26/2020,32.32254028,-110.8324814,,Anthocharis thoosa inghami,Anthocharis thoosa inghami,900250,Anthocharis,Anthocharis thoosa
1/26/2020,32.20817249,-110.912177,8,Monarch,Danaus plexippus,48662,Danaus,Danaus plexippus
1/27/2020,32.21056148,-110.9260617,39,Monarch,Danaus plexippus,48662,Danaus,Danaus plexippus
1/28/2020,32.25561507,-110.7331926,31,Dainty Sulphur,Nathalis iole,51773,Nathalis,Nathalis iole
1/28/2020,32.31763909,-110.813602,15,Echo Azure,Celastrina echo,52484,Celastrina,Celastrina echo
1/28/2020,32.31562622,-110.8167938,15,Anthocharis thoosa inghami,Anthocharis thoosa inghami,900250,Anthocharis,Anthocharis thoosa
1/29/2020,32.27917239,-111.0218043,133,Velo de duelo,Nymphalis antiopa,56832,Nymphalis,Nymphalis antiopa
1/29/2020,32.27889332,-111.023238,131,Velo de duelo,Nymphalis antiopa,56832,Nymphalis,Nymphalis antiopa
1/29/2020,32.27903123,-111.027513,31,vanesa occidental,Vanessa annabella,50786,Vanessa,Vanessa annabella
1/29/2020,32.24401994,-111.1681739,263,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
1/31/2020,32.31485843,-110.8168558,563,Echo Azure,Celastrina echo,52484,Celastrina,Celastrina echo
1/31/2020,32.31817854,-110.8124704,30,Anthocharis thoosa inghami,Anthocharis thoosa inghami,900250,Anthocharis,Anthocharis thoosa
1/31/2020,32.31817854,-110.8124704,30,Echo Azure,Celastrina echo,52484,Celastrina,Celastrina echo
1/31/2020,32.31891212,-110.809333,553,Anthocharis thoosa inghami,Anthocharis thoosa inghami,900250,Anthocharis,Anthocharis thoosa
1/31/2020,32.31891212,-110.809333,553,American Snout,Libytheana carinenta,58561,Libytheana,Libytheana carinenta
1/31/2020,32.31990767,-110.8086122,305,Anthocharis thoosa inghami,Anthocharis thoosa inghami,900250,Anthocharis,Anthocharis thoosa
2/5/2020,32.2165486,-110.7179238,614,Checkered White,Pontia protodice,59119,Pontia,Pontia protodice
2/7/2020,32.25997061,-110.8680249,986,Sleepy Orange,Abaeis nicippe,81727,Abaeis,Abaeis nicippe
2/7/2020,32.21234414,-110.9835008,1286,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
2/8/2020,32.23601296,-111.1608351,1399,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
2/8/2020,32.25082312,-111.0210363,229,Anthocharis thoosa inghami,Anthocharis thoosa inghami,900250,Anthocharis,Anthocharis thoosa
2/10/2020,32.24289667,-111.1694717,5,Anthocharis thoosa inghami,Anthocharis thoosa inghami,900250,Anthocharis,Anthocharis thoosa
2/10/2020,32.23580944,-110.8972099,5,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
2/10/2020,32.24820541,-110.9086777,120,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
2/10/2020,32.24820541,-110.9086777,120,Gulf Fritillary,Agraulis vanillae,49150,Agraulis,Agraulis vanillae
2/10/2020,32.24820541,-110.9086777,120,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
2/10/2020,32.24820541,-110.9086777,120,Monarch,Danaus plexippus,48662,Danaus,Danaus plexippus
2/10/2020,32.24820541,-110.9086777,120,Gray Hairstreak,Strymon melinus,50931,Strymon,Strymon melinus
2/16/2020,32.32103333,-110.8136967,8,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
2/17/2020,32.24245017,-110.7970038,621,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
2/17/2020,32.309595,-110.7213283,6,Anthocharis thoosa inghami,Anthocharis thoosa inghami,900250,Anthocharis,Anthocharis thoosa
2/18/2020,32.20729167,-110.9865117,14,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
2/20/2020,32.3141674,-110.8184548,208,Southern Dogface,Zerene cesonia,129362,Zerene,Zerene cesonia
2/20/2020,32.31957955,-110.8108242,488,American Snout,Libytheana carinenta,58561,Libytheana,Libytheana carinenta
2/20/2020,32.31754527,-110.8112384,103,Mourning Cloak,Nymphalis antiopa,56832,Nymphalis,Nymphalis antiopa
2/20/2020,32.31649681,-110.810364,307,Gray Buckeye,Junonia coenia grisea,541992,Junonia,Junonia coenia
2/20/2020,32.31580771,-110.8108361,363,Southwestern Orangetip,Anthocharis thoosa,900248,Anthocharis,Anthocharis thoosa
2/20/2020,32.19144487,-110.9840725,2,White Checkered-Skipper,Burnsius albescens,1038405,Burnsius,Burnsius albescens
2/21/2020,32.244013,-111.168174,209,Pipevine Swallowtail,Battus philenor,49972,Battus,Battus philenor
2/23/2020,32.23353206,-111.0129854,9,Gulf Fritillary,Agraulis vanillae,49150,Agraulis,Agraulis vanillae
2/24/2020,32.31776333,-110.78602,12,Southwestern Orangetip,Anthocharis thoosa,900248,Anthocharis,Anthocharis thoosa
2/25/2020,32.30992259,-110.735439,194,Tiny Checkerspot,Dymasia dymas,68249,Dymasia,Dymasia dymas
2/26/2020,32.20643667,-110.7103667,8,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
2/26/2020,32.309582,-110.8231912,194,Echo Azure,Celastrina echo,52484,Celastrina,Celastrina echo
2/28/2020,32.12364504,-111.0266874,7,Empress Leilia,Asterocampa leilia,148793,Asterocampa,Asterocampa leilia
2/29/2020,32.23308667,-110.9497917,30,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
2/29/2020,32.23293005,-110.9003976,5,,Strymon melinus,50931,Strymon,Strymon melinus
2/29/2020,32.2094223,-110.7219284,625,Pima Desert Orangetip,Anthocharis cethura pima,312382,Anthocharis,Anthocharis cethura
2/29/2020,32.20718881,-110.7220501,1459,White Checkered-Skipper,Burnsius albescens,1038405,Burnsius,Burnsius albescens
2/29/2020,32.20718881,-110.7220501,1459,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
2/29/2020,32.20718881,-110.7220501,1459,American Snout,Libytheana carinenta,58561,Libytheana,Libytheana carinenta
2/29/2020,32.20442503,-110.7185096,1326,Checkered White,Pontia protodice,59119,Pontia,Pontia protodice
2/29/2020,32.20442503,-110.7185096,1326,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
2/29/2020,32.20442503,-110.7185096,1326,Dainty Sulphur,Nathalis iole,51773,Nathalis,Nathalis iole
