observed_on_string,observed_on,tag_list,description,captive_cultivated,oauth_application_id,latitude,longitude,geoprivacy,taxon_geoprivacy,positioning_method,scientific_name,iconic_taxon_name,taxon_id,taxon_genus_name,taxon_species_name
2018/08/22 7:03 AM PDT,8/22/2018,,,FALSE,,32.27844633,-111.0835622,,,,Libytheana carinenta,Insecta,58561,Libytheana,Libytheana carinenta
Wed Aug 22 2018 14:59:05 GMT-0700 (MST),8/22/2018,,Tranquil Verde Ranch,FALSE,3,32.24171333,-110.684045,,,,Forsebia cinis,Insecta,354225,Forsebia,Forsebia cinis
Wed Aug 22 2018 09:40:44 GMT-0700 (MST),8/22/2018,,,FALSE,3,32.30927167,-110.8197467,,,,Hemiargus ceraunus,Insecta,69940,Hemiargus,Hemiargus ceraunus
Wed Aug 22 2018 18:00:49 GMT-0700 (MST),8/22/2018,,,FALSE,3,32.46123,-111.1179805,,,,Danaus gilippus,Insecta,51743,Danaus,Danaus gilippus
Wed Aug 22 2018 17:34:51 GMT-0700 (MST),8/22/2018,,,FALSE,3,32.46104119,-111.0805297,obscured,,,Manduca sexta,Insecta,61505,Manduca,Manduca sexta
Wed Aug 22 2018 16:29:34 GMT-0700 (MST),8/22/2018,,,FALSE,3,32.244355,-111.1659472,,,,Hyles lineata,Insecta,49348,Hyles,Hyles lineata
Wed Aug 22 2018 09:05:48 GMT-0700 (MST),8/22/2018,,,FALSE,3,32.312745,-110.8119883,,,,Asterocampa leilia,Insecta,148793,Asterocampa,Asterocampa leilia
Tue Aug 07 2018 15:57:52 GMT-0500 (CDT),8/7/2018,,,FALSE,3,32.42203447,-110.7949766,,,,Malacosoma californica,Insecta,359294,Malacosoma,Malacosoma californica
2017/03/18 10:18 AM UTC,3/18/2017,,,FALSE,,32.24350278,-111.1675333,,,,Anthanassa texana,Insecta,132339,Anthanassa,Anthanassa texana
2018-08-23 10:00:27 AM MST,8/23/2018,,,FALSE,2,32.33930206,-110.9818497,,,gps,Danaus gilippus,Insecta,51743,Danaus,Danaus gilippus
2018/08/11 4:01 PM PDT,8/11/2018,,,FALSE,,32.242886,-111.168398,,,,Asterocampa leilia,Insecta,148793,Asterocampa,Asterocampa leilia
Sun Jul 29 2018 08:54:16 GMT-0700 (MST),7/29/2018,,,FALSE,3,32.42705355,-111.0585355,,,,Hyles lineata,Insecta,49348,Hyles,Hyles lineata
2018/08/24 7:04 AM PDT,8/24/2018,,,FALSE,,32.32433068,-110.7064275,,,,Anthanassa texana,Insecta,132339,Anthanassa,Anthanassa texana
2018/08/24 7:02 AM PDT,8/24/2018,,very common in the target area,FALSE,,32.32433068,-110.7064275,,,,Pygarctia roseicapitis,Insecta,367386,Pygarctia,Pygarctia roseicapitis
Tue Jul 31 2018 02:06:30 GMT-0700 (PDT),7/31/2018,,,FALSE,3,32.32675333,-110.7005917,,,,Manduca sexta,Insecta,61505,Manduca,Manduca sexta
Tue Jul 31 2018 02:39:37 GMT-0700 (PDT),7/31/2018,,,FALSE,3,32.27251835,-110.6523545,,obscured,,Citheronia splendens,Insecta,129435,Citheronia,Citheronia splendens
Fri Aug 24 2018 11:33:39 GMT-0700 (MST),8/24/2018,,,FALSE,3,32.42442167,-110.9075,,,,Battus philenor,Insecta,49972,Battus,Battus philenor
Fri Aug 24 2018 13:39:41 GMT-0700 (MST),8/24/2018,,,FALSE,3,32.42845833,-110.90452,,,,Apodemia palmerii,Insecta,214020,Apodemia,Apodemia palmerii
2018/08/24 10:25 AM UTC,8/24/2018,,,FALSE,,32.28938672,-110.8346809,,,,Hemiargus ceraunus,Insecta,69940,Hemiargus,Hemiargus ceraunus
2018/08/24 8:30 AM PDT,8/24/2018,,,FALSE,,32.30961491,-110.7212237,,,,Dymasia dymas,Insecta,68249,Dymasia,Dymasia dymas
2018/08/24 8:29 AM PDT,8/24/2018,,,FALSE,,32.30961491,-110.7212237,,,,Asterocampa leilia,Insecta,148793,Asterocampa,Asterocampa leilia
Fri Aug 24 2018 21:06:02 GMT-0700 (MST),8/24/2018,,"3 yesterday morning, a dozen this morning and over 100 this evening.",FALSE,3,32.23283615,-110.9003211,,,,Libytheana carinenta,Insecta,58561,Libytheana,Libytheana carinenta
2018/08/24 7:44 AM PDT,8/24/2018,,,FALSE,,32.31640413,-110.7103277,,,,Dymasia dymas,Insecta,68249,Dymasia,Dymasia dymas
2018/08/24 7:40 AM PDT,8/24/2018,,,FALSE,,32.31640413,-110.7103277,,,,Mimoschinia rufofascialis,Insecta,325590,Mimoschinia,Mimoschinia rufofascialis
Sat Aug 25 2018 06:57:18 GMT-0700 (MST),8/25/2018,,,FALSE,3,32.35548794,-111.0383753,,,,Libytheana carinenta,Insecta,58561,Libytheana,Libytheana carinenta
Sat Aug 25 2018 11:51:01 GMT-0700 (MST),8/25/2018,,,FALSE,3,32.23290922,-110.900398,,,,Pyrisitia proterpia,Insecta,144187,Pyrisitia,Pyrisitia proterpia
Sat Aug 25 2018 13:01:56 GMT-0700 (MST),8/25/2018,,,FALSE,3,32.23283425,-110.9004026,,,,Strymon melinus,Insecta,50931,Strymon,Strymon melinus
Sat Aug 25 2018 13:09:24 GMT-0700 (MST),8/25/2018,,,FALSE,3,32.22436333,-110.7675867,,,,Hemiargus ceraunus,Insecta,69940,Hemiargus,Hemiargus ceraunus
Sat Aug 25 2018 14:30:03 GMT-0700 (MST),8/25/2018,,,FALSE,3,32.46863542,-111.0401318,obscured,,,Euscirrhopterus cosyra,Insecta,129412,Euscirrhopterus,Euscirrhopterus cosyra
Sat Aug 25 2018 16:07:08 GMT-0700 (MST),8/25/2018,,,FALSE,3,32.22412833,-110.767145,,,,Asterocampa leilia,Insecta,148793,Asterocampa,Asterocampa leilia
2018-08-25 11:51:46 AM MST,8/25/2018,,,FALSE,2,32.3386116,-110.9794464,,,gps,Libytheana carinenta,Insecta,58561,Libytheana,Libytheana carinenta
2018/08/25 9:45 AM PDT,8/25/2018,,,FALSE,,32.33714842,-110.6925665,,,,Microcrambus polingi,Insecta,503071,Microcrambus,Microcrambus polingi
2018/08/25 10:03 AM PDT,8/25/2018,,first one I've ever seen actually resting,FALSE,,32.33714175,-110.6926376,,,,Battus philenor,Insecta,49972,Battus,Battus philenor
2017/12/03 3:09 PM MST,12/3/2017,,,FALSE,,32.39361739,-111.1414418,,,,Erynnis funeralis,Insecta,59188,Erynnis,Erynnis funeralis
2017/08/27 12:28 PM MST,8/27/2017,,,FALSE,,32.39350868,-111.1414847,,,,Ascalapha odorata,Insecta,61503,Ascalapha,Ascalapha odorata
Sun Aug 26 2018 16:16:19 GMT-0700 (MST),8/26/2018,,,FALSE,3,32.29290833,-110.852325,,,,Libytheana carinenta,Insecta,58561,Libytheana,Libytheana carinenta
Thu Aug 23 2018 14:40:38 GMT-0500 (CDT),8/23/2018,,,FALSE,3,32.24468333,-111.1675867,,,,Hyles lineata,Insecta,49348,Hyles,Hyles lineata
Thu Aug 23 2018 15:11:01 GMT-0500 (CDT),8/23/2018,,,FALSE,3,32.24414667,-111.1681667,,,,Battus philenor,Insecta,49972,Battus,Battus philenor
2018-08-25 5:32:40 PM MST,8/25/2018,,Dozens of the Caterpillar phase were wondering around the grounds of the Arizona-Sonora Desert Museum. They were climbing walls and crossing the path. Many were alive. Many were also squished. They were also eating small plants along the edge of the trail.,FALSE,2,32.24271125,-111.1666793,,,gps,Hyles lineata,Insecta,49348,Hyles,Hyles lineata
2018/08/26 7:36 AM UTC,8/26/2018,,,FALSE,,32.43300514,-110.9117889,,,,Hyles lineata,Insecta,49348,Hyles,Hyles lineata
2018/08/26 8:29 AM MST,8/26/2018,,"Countless sphinx moth larvae feeding on everything, mostly annual plants. Largest ones (ca. 10 cm) were burrowing in soil moistened by recent rains to pupate.",FALSE,,32.24563319,-111.2797565,,,,Hyles lineata,Insecta,49348,Hyles,Hyles lineata
27-Mar-09,3/27/2009,,,FALSE,195,32.3222977,-110.8098122,,,,Heliolonche carolus,Insecta,321244,Heliolonche,Heliolonche carolus
2018/08/21 12:01 PM PDT,8/21/2018,,,FALSE,,32.4275335,-110.741321,,,,Battus philenor,Insecta,49972,Battus,Battus philenor
2018/08/27 11:56 AM PDT,8/27/2018,,,FALSE,,32.37989686,-110.6971058,,,,Strymon melinus,Insecta,50931,Strymon,Strymon melinus
2018/08/27 10:56 AM PDT,8/27/2018,,alive but not doin ok :(,FALSE,,32.41053182,-110.7147619,,,,Adelpha eulalia,Insecta,67559,Adelpha,Adelpha eulalia
2018/08/27 9:50 AM PDT,8/27/2018,,,FALSE,,32.4403568,-110.7517299,,,,Leptotes marina,Insecta,59152,Leptotes,Leptotes marina
Mon Aug 27 2018 18:19:44 GMT-0700 (MST),8/27/2018,,"30 or more individuals on same bush
",FALSE,3,32.35567639,-111.0382209,,,,Libytheana carinenta,Insecta,58561,Libytheana,Libytheana carinenta
2018/08/27 7:48 PM MST,8/27/2018,,,FALSE,,32.2328814,-110.9003226,,,,Dymasia dymas,Insecta,68249,Dymasia,Dymasia dymas
2018/08/28 1:09 PM HST,8/28/2018,,"I was at Catalina State Park near Tucson, Arizona today and saw a blooming bush with Butterflies in a feeding frenzy all over the blooms. This Praying Mantis also saw the Butterflies and I got to see it hunt the Butterflies.
I have the video posted here.
https://youtu.be/LBs5zl9FzUs",FALSE,,32.4330096,-110.911736,,,,Apodemia palmerii,Insecta,214020,Apodemia,Apodemia palmerii
Tue Aug 28 2018 17:32:29 GMT-0700 (MST),8/28/2018,,,FALSE,3,32.34562833,-111.0788722,,,,Hemeroplanis incusalis,Insecta,346571,Hemeroplanis,Hemeroplanis incusalis
Thu Aug 30 2018 09:59:46 GMT-0700 (MST),8/30/2018,,,FALSE,3,32.23145333,-110.9720167,,,,Sphinx chersis,Insecta,127169,Sphinx,Sphinx chersis
2018-08-30 9:27:50 PM PDT,8/30/2018,,,FALSE,2,32.22834396,-110.9579315,,,gps,Danaus gilippus,Insecta,51743,Danaus,Danaus gilippus
2018/08/31 2:29 PM PDT,8/31/2018,,the most common butterfly here right now by far,FALSE,,32.33715216,-110.6914906,,,,Libytheana carinenta,Insecta,58561,Libytheana,Libytheana carinenta
2018/08/31 2:27 PM PDT,8/31/2018,,,FALSE,,32.33719295,-110.6918446,,,,Pyrisitia proterpia,Insecta,144187,Pyrisitia,Pyrisitia proterpia
2018/08/31 11:08 AM PDT,8/31/2018,,,FALSE,,32.42769629,-110.7404737,,,,Colias eurytheme,Insecta,58532,Colias,Colias eurytheme
2018/08/31 12:39 PM PDT,8/31/2018,,,FALSE,,32.41100281,-110.7222599,,,,Hyles lineata,Insecta,49348,Hyles,Hyles lineata
2018/08/31 10:59 AM UTC,8/31/2018,,,FALSE,,32.42900135,-110.7645625,,,,Dymasia dymas,Insecta,68249,Dymasia,Dymasia dymas
2018/08/31 1:19 PM PDT,8/31/2018,,,FALSE,,32.37544151,-110.6896498,,,,Apyrrothrix araxes,Insecta,129365,Apyrrothrix,Apyrrothrix araxes
Sat Sep 01 2018 07:53:26 GMT-0700 (MST),9/1/2018,,,FALSE,3,32.22940545,-110.7788904,obscured,,,Danaus plexippus,Insecta,48662,Danaus,Danaus plexippus
Sat Aug 25 2018 07:21:59 GMT-0700 (MST),8/25/2018,,Need help identifying.,FALSE,3,32.38289814,-110.6918057,obscured,,,Pyrisitia proterpia,Insecta,144187,Pyrisitia,Pyrisitia proterpia
Sat Aug 18 2018 11:37:40 GMT-0700 (MST),8/18/2018,,,FALSE,3,32.27258639,-110.6157078,obscured,,,Danaus plexippus,Insecta,48662,Danaus,Danaus plexippus
2018-08-27 6:33:09 PM MST,8/27/2018,,Caterpillar found in parking lot at Securaplane,FALSE,2,32.42946585,-110.9448294,,,gps,Hyles lineata,Insecta,49348,Hyles,Hyles lineata
2018/09/02 9:36 AM MST,9/2/2018,,,FALSE,,32.39190368,-110.9902586,,,,Dymasia dymas,Insecta,68249,Dymasia,Dymasia dymas
Sun Sep 02 2018 17:08:49 GMT-0700 (MST),9/2/2018,,,FALSE,3,32.23309144,-110.9146981,,,,Libytheana carinenta,Insecta,58561,Libytheana,Libytheana carinenta
2018/09/02 1:50 PM PDT,9/2/2018,,,FALSE,,32.3797091,-110.6971849,,,,Ctenucha venosa,Insecta,217892,Ctenucha,Ctenucha venosa
Sun Sep 02 2018 08:45:53 GMT-0700 (MST),9/2/2018,,,FALSE,3,32.43127496,-110.9147959,,,,Texola perse,Insecta,520375,Texola,Texola perse
Sun Sep 02 2018 23:00:38 GMT-0700 (MST),9/2/2018,,,FALSE,3,32.24667554,-110.9289291,,,,Hyles lineata,Insecta,49348,Hyles,Hyles lineata
2018/09/03 6:24 AM MST,9/3/2018,,,FALSE,,32.39197616,-110.9901942,,,,Syssphinx hubbardi,Insecta,293790,Syssphinx,Syssphinx hubbardi
2018-09-03 10:35:37 AM MST,9/3/2018,,Found on an Encelia,FALSE,2,32.25283857,-110.9521572,,,gps,Phoebis sennae,Insecta,48550,Phoebis,Phoebis sennae
Mon Sep 03 2018 11:38:26 GMT-0700 (MST),9/3/2018,,,FALSE,3,32.223755,-110.7675467,,,,Asterocampa leilia,Insecta,148793,Asterocampa,Asterocampa leilia
Mon Sep 03 2018 13:50:07 GMT-0700 (MST),9/3/2018,,,FALSE,3,32.26171167,-110.8778083,,,,Danaus gilippus,Insecta,51743,Danaus,Danaus gilippus
Mon Sep 03 2018 13:45:22 GMT-0700 (MST),9/3/2018,,,FALSE,3,32.2617,-110.87777,,,,Danaus plexippus,Insecta,48662,Danaus,Danaus plexippus
2018/09/02 11:26 PM MST,9/2/2018,,,FALSE,,32.44343629,-110.7881927,,,,Hyles lineata,Insecta,49348,Hyles,Hyles lineata
Wed Sep 05 2018 07:59:47 GMT-0700 (MST),9/5/2018,,,FALSE,3,32.461175,-111.1180278,,,,Danaus gilippus,Insecta,51743,Danaus,Danaus gilippus
Tue Sep 04 2018 09:56:17 GMT-0700 (MST),9/4/2018,,,FALSE,3,32.24309167,-111.1690667,,,,Asterocampa leilia,Insecta,148793,Asterocampa,Asterocampa leilia
Tue Sep 04 2018 08:17:27 GMT-0700 (MST),9/4/2018,,,FALSE,3,32.24389667,-111.1655583,,,,Heliopyrgus domicella,Insecta,148518,Heliopetes,Heliopyrgus domicella
2018/09/06 1:08 PM PDT,9/6/2018,,,FALSE,,32.30891423,-110.7355611,,,,Asterocampa leilia,Insecta,148793,Asterocampa,Asterocampa leilia
2018/09/06 1:01 PM PDT,9/6/2018,,"mostly rested with wings closed, tapping the back of its wings gently made her open them for about 1-3 seconds at a time for the photo",FALSE,,32.30891423,-110.7355611,,,,Apodemia palmerii,Insecta,214020,Apodemia,Apodemia palmerii
2018/09/06 10:30 AM PDT,9/6/2018,,,FALSE,,32.42732244,-110.7426566,,,,Erynnis funeralis,Insecta,59188,Erynnis,Erynnis funeralis
2018/09/06 11:49 AM PDT,9/6/2018,,,FALSE,,32.37407673,-110.6912013,,,,Alypiodes bimaculata,Insecta,325492,Alypiodes,Alypiodes bimaculata
2018/09/07 11:42 AM MST,9/7/2018,,,FALSE,,32.39196663,-110.990253,,,,Asterocampa leilia,Insecta,148793,Asterocampa,Asterocampa leilia
2018/09/06 1:35 PM HST,9/6/2018,,,FALSE,,32.23255131,-110.9745812,,,,Asterocampa celtis,Insecta,68264,Asterocampa,Asterocampa celtis
2018/09/09 9:33 AM MST,9/9/2018,,,FALSE,,32.2328814,-110.9003226,,,,Danaus gilippus,Insecta,51743,Danaus,Danaus gilippus
2018/09/09 9:34 AM MST,9/9/2018,,,FALSE,,32.2328814,-110.9003226,,,,Strymon melinus,Insecta,50931,Strymon,Strymon melinus
Thu Sep 06 2018 12:19:07 GMT-0700 (MST),9/6/2018,,,FALSE,3,32.49908976,-111.1004503,,,,Battus philenor,Insecta,49972,Battus,Battus philenor
2017/09/05 9:07 AM MST,9/5/2017,,,FALSE,,32.39357426,-111.1415604,,,,Phoebis sennae,Insecta,48550,Phoebis,Phoebis sennae
2018/09/06 7:26 AM MST,9/6/2018,,Moth - milagro 5 sep 2018,FALSE,,32.26190521,-111.0299761,,,,Melipotis jucunda,Insecta,224856,Melipotis,Melipotis jucunda
2018/09/06 7:27 AM MST,9/6/2018,, Moth - milagro 5 sep 2018,FALSE,,32.26190521,-111.0299761,,,,Euscirrhopterus cosyra,Insecta,129412,Euscirrhopterus,Euscirrhopterus cosyra
2018/09/06 8:01 AM MST,9/6/2018,,Moth - milagro 5 sep 2018,FALSE,,32.26190521,-111.0299761,,,,Hemeroplanis incusalis,Insecta,346571,Hemeroplanis,Hemeroplanis incusalis
2018/09/06 7:49 AM MST,9/6/2018,,Moth - milagro 5 sep 2018,FALSE,,32.26190521,-111.0299761,,,,Oxycnemis advena,Insecta,424456,Oxycnemis,Oxycnemis advena
2018/09/06 7:56 AM MST,9/6/2018,,Moth - milagro 5 sep 2018,FALSE,,32.26190521,-111.0299761,,,,Cobubatha lixiva,Insecta,367010,Cobubatha,Cobubatha lixiva
2018/09/06 7:57 AM MST,9/6/2018,,Moth - milagro 5 sep 2018,FALSE,,32.26190521,-111.0299761,,,,Hyles lineata,Insecta,49348,Hyles,Hyles lineata
2018/09/10 5:59 AM MST,9/10/2018,,,FALSE,,32.39196663,-110.9902637,,,,Melipotis perpendicularis,Insecta,321679,Melipotis,Melipotis perpendicularis
Mon Sep 10 2018 11:04:48 GMT-0700 (MST),9/10/2018,,,FALSE,3,32.24313,-111.1690133,,,,Junonia nigrosuffusa,Insecta,1021511,Junonia,Junonia nigrosuffusa
Mon Sep 10 2018 12:28:01 GMT-0700 (MST),9/10/2018,,,FALSE,3,32.22824046,-110.9663889,,,,Danaus gilippus,Insecta,51743,Danaus,Danaus gilippus
Sun Sep 09 2018 11:04:48 GMT-0700 (MST),9/9/2018,,,FALSE,3,32.34380333,-110.9852367,,,,Manduca rustica,Insecta,126568,Manduca,Manduca rustica
Mon Sep 10 2018 23:07:40 GMT-0700 (MST),9/10/2018,,"Identified via BigGuide.net 

https://bugguide.net/node/view/8410/bgimage?from=0",FALSE,3,32.23253833,-110.9745167,,,,Erinnyis obscura,Insecta,143825,Erinnyis,Erinnyis obscura
Tue Sep 11 2018 07:50:01 GMT-0700 (MST),9/11/2018,,Awesome yard find! ,FALSE,3,32.22260953,-110.9528193,,,,Manduca rustica,Insecta,126568,Manduca,Manduca rustica
2018-09-12 10:52:28 AM PDT,9/12/2018,,Huge moth,FALSE,2,32.23125839,-110.9515228,,,gps,Manduca rustica,Insecta,126568,Manduca,Manduca rustica
2018/09/12 1:38 PM MST,9/12/2018,,,FALSE,,32.2328814,-110.9003226,,,,Apodemia palmerii,Insecta,214020,Apodemia,Apodemia palmerii
2018/09/12 10:10 AM MST,9/12/2018,,,FALSE,,32.39191227,-110.9903066,,,,Asterocampa leilia,Insecta,148793,Asterocampa,Asterocampa leilia
25-Apr-11,4/25/2011,"USA, Arizona, insecta, lepidoptera, butterfly, david bygott, taxonomy:binomial=Papilio multicaudata, EOL, Pap: Papilio multicaudata - prepupa 18","2-tailed swallowtail larva about to pupate, Ruby AZ",FALSE,,32.262567,-111.030063,,,,Papilio multicaudata,Insecta,68263,Papilio,Papilio multicaudata
25-Apr-11,4/25/2011,"USA, Arizona, insecta, lepidoptera, butterfly, david bygott, taxonomy:binomial=Papilio multicaudata, EOL, Pap: Papilio multicaudata pupa","Two-tailed Swallowtail pupa, Ruby AZ",FALSE,,32.262567,-111.030063,,,,Papilio multicaudata,Insecta,68263,Papilio,Papilio multicaudata
Mon Sep 10 2018 14:22:43 GMT-0700 (MST),9/10/2018,,,FALSE,3,32.2439,-111.1654583,,,,Agrius cingulata,Insecta,119086,Agrius,Agrius cingulata
2016/10/09 9:53 AM HST,10/9/2016,,,FALSE,,32.23371736,-110.6795234,,,,Asterocampa leilia,Insecta,148793,Asterocampa,Asterocampa leilia
2016/10/09 10:12 AM HST,10/9/2016,,,FALSE,,32.23380811,-110.6792445,,,,Danaus gilippus,Insecta,51743,Danaus,Danaus gilippus
2018-09-12 1:49:17 PM MST,9/12/2018,,Roughly 7cm across the wings,FALSE,2,32.23050139,-110.9522474,,,gps,Battus philenor,Insecta,49972,Battus,Battus philenor
Fri Sep 14 2018 08:45:48 GMT-0700 (MST),9/14/2018,,,FALSE,3,32.35373754,-111.0611096,,,,Eumorpha achemon,Insecta,122356,Eumorpha,Eumorpha achemon
Fri Sep 14 2018 08:48:15 GMT-0700 (MST),9/14/2018,,,FALSE,3,32.35375208,-111.061093,,,,Eumorpha achemon,Insecta,122356,Eumorpha,Eumorpha achemon
Fri Sep 14 2018 12:42:34 GMT-0700 (MST),9/14/2018,,,FALSE,3,32.23284162,-110.9003642,,,,Calephelis arizonensis,Insecta,182712,Calephelis,Calephelis arizonensis
2018/09/14 5:59 PM UTC,9/14/2018,,,FALSE,,32.35432455,-111.0400019,,,,Melipotis acontioides,Insecta,224853,Melipotis,Melipotis acontioides
2018-09-15 9:13:10 AM MST,9/15/2018,,,FALSE,2,32.23129253,-110.6836188,,,,Asterocampa leilia,Insecta,148793,Asterocampa,Asterocampa leilia
Fri Sep 14 2018 07:54:40 GMT-0700 (MST),9/14/2018,,,FALSE,3,32.27453667,-110.7166533,,,,Danaus gilippus,Insecta,51743,Danaus,Danaus gilippus
2018-09-15 12:12:21 PM MST,9/15/2018,,"Found indoors, dead when I found it ",FALSE,2,32.24484634,-110.9604492,,,gps,Manduca rustica,Insecta,126568,Manduca,Manduca rustica
Sat Sep 15 2018 10:39:30 GMT-0700 (MST),9/15/2018,,,FALSE,3,32.24305,-111.1688083,,,,Lerodea eufala,Insecta,59195,Lerodea,Lerodea eufala
2018/09/15 8:57 PM MST,9/15/2018,,,FALSE,,32.2328814,-110.9003226,,,,Chlosyne lacinia,Insecta,68240,Chlosyne,Chlosyne lacinia
2018-09-16 1:03:19 PM MST,9/16/2018,,,FALSE,2,32.27694321,-110.9494476,,,gps,Papilio rumiko,Insecta,509627,Papilio,Papilio rumiko
28-Aug-18,8/28/2018,"AZ, Arctiinae, Arctiini, Arizona, Arizona 2018, Arthropod, Arthropoda, Erebidae, Hodges#8253, Insect, Insecta, Lepidoptera, Moth, Mount Lemmon, Noctuoidea, Phaegopterina, Pima County, Pygarctia, Pygarctia roseicapitis, Tiger Moth, loc_public, roseicapitis, vis_everyone, Pygarctia roseicapitis - Caterpillar","Mount Lemmon area, Pima County, Arizona",FALSE,,32.34486,-110.717978,,,,Pygarctia roseicapitis,Insecta,367386,Pygarctia,Pygarctia roseicapitis
2018/09/16 10:07 PM PDT,9/16/2018,,FOTY,FALSE,,32.30981502,-110.8225667,,,,Melipotis perpendicularis,Insecta,321679,Melipotis,Melipotis perpendicularis
2018/09/16 10:13 PM PDT,9/16/2018,,,FALSE,,32.30981502,-110.8225667,,,,Tornos erectarius,Insecta,178809,Tornos,Tornos erectarius
2018/09/16 10:13 PM PDT,9/16/2018,,,FALSE,,32.30981502,-110.8225667,,,,Givira theodori,Insecta,424929,Givira,Givira theodori
2018/09/16 11:00 PM PDT,9/16/2018,,,FALSE,,32.30981502,-110.8225667,,,,Hemeroplanis incusalis,Insecta,346571,Hemeroplanis,Hemeroplanis incusalis
2018/09/16 11:07 PM PDT,9/16/2018,,,FALSE,,32.30981502,-110.8225667,,,,Forsebia cinis,Insecta,354225,Forsebia,Forsebia cinis
Mon Sep 17 2018 00:07:30 GMT-0700 (MST),9/17/2018,,,FALSE,3,32.23257,-110.9746167,,,,Hemeroplanis incusalis,Insecta,346571,Hemeroplanis,Hemeroplanis incusalis
2018/09/16 10:12 PM PDT,9/16/2018,,,FALSE,,32.30988756,-110.822513,,,,Erinnyis ello,Insecta,143586,Erinnyis,Erinnyis ello
2018/09/18 7:13 PM PDT,9/18/2018,,,FALSE,,32.34512127,-110.7182928,,,,Chalcopasta howardi,Insecta,424355,Chalcopasta,Chalcopasta howardi
2018/09/18 5:12 PM PDT,9/18/2018,,still abundant,FALSE,,32.37037988,-110.7098982,,,,Libytheana carinenta,Insecta,58561,Libytheana,Libytheana carinenta
14-Sep-18,9/14/2018,,See photo,FALSE,,32.31442,-110.81126,,,,Libytheana carinenta,Insecta,58561,Libytheana,Libytheana carinenta
2016/07/31 10:07 AM HST,7/31/2016,,,FALSE,,32.38557472,-110.9583535,,,,Zerene cesonia,Insecta,129362,Zerene,Zerene cesonia
2018/09/20 12:57 PM MST,9/20/2018,,"There were a lot of these around. Only a few minutes later, I saw a group of American Snouts numbering in the thousands migrating down-canyon around the Seven Cataracts Vista Point.",FALSE,,32.3751415,-110.7067802,,,,Libytheana carinenta,Insecta,58561,Libytheana,Libytheana carinenta
2018-09-21 10:02:23 AM PDT,9/21/2018,,,FALSE,2,32.22834015,-110.9586105,,,gps,Sphinx chersis,Insecta,127169,Sphinx,Sphinx chersis
Fri Sep 21 2018 10:47:45 GMT-0700 (MST),9/21/2018,,,FALSE,3,32.42799764,-110.7558495,,,,Adelpha eulalia,Insecta,67559,Adelpha,Adelpha eulalia
2018/09/21 7:53 AM PDT,9/21/2018,,,FALSE,,32.2348746,-110.9719928,,,,Agraulis vanillae,Insecta,49150,Agraulis,Agraulis vanillae
2018/09/21 8:48 AM PDT,9/21/2018,,,FALSE,,32.24284976,-111.1677759,,,,Asterocampa leilia,Insecta,148793,Asterocampa,Asterocampa leilia
2018/09/21 2:35 PM PDT,9/21/2018,,,FALSE,,32.2543838,-111.1972265,,,,Danaus gilippus,Insecta,51743,Danaus,Danaus gilippus
2018/09/21 3:30 PM PDT,9/21/2018,,,FALSE,,32.24284976,-111.1677759,,,,Phoebis sennae,Insecta,48550,Phoebis,Phoebis sennae
2018/09/21 6:38 PM PDT,9/21/2018,,still abundant,FALSE,,32.3371342,-110.6912554,,,,Libytheana carinenta,Insecta,58561,Libytheana,Libytheana carinenta
2018/09/21 8:03 PM PDT,9/21/2018,,,FALSE,,32.33759167,-110.6908937,,,,Brephidium exilis,Insecta,53843,Brephidium,Brephidium exilis
2018-09-22 11:03:56 AM MST,9/22/2018,,,FALSE,2,32.2475224,-110.8861586,,,,Sphinx chersis,Insecta,127169,Sphinx,Sphinx chersis
Sat Sep 22 2018 08:24:02 GMT-0700 (MST),9/22/2018,,,FALSE,3,32.24398,-111.1651612,,,,Systasea zampa,Insecta,204771,Systasea,Systasea zampa
2018/09/16 6:28 AM MST,9/16/2018,,,FALSE,,32.39194851,-110.9902852,,,,Plodia interpunctella,Insecta,124184,Plodia,Plodia interpunctella
2018/09/17 11:26 AM MST,9/17/2018,,,FALSE,,32.39200286,-110.9902852,,,,Libytheana carinenta,Insecta,58561,Libytheana,Libytheana carinenta
2018/09/20 12:13 PM MST,9/20/2018,,,FALSE,,32.42708573,-110.7407939,,,,Libytheana carinenta,Insecta,58561,Libytheana,Libytheana carinenta
2018/09/20 12:11 PM MST,9/20/2018,,,FALSE,,32.42709075,-110.7408767,,,,Hemiargus ceraunus,Insecta,69940,Hemiargus,Hemiargus ceraunus
2018/09/20 12:17 PM MST,9/20/2018,,,FALSE,,32.42710309,-110.7408767,,,,Leptotes marina,Insecta,59152,Leptotes,Leptotes marina
2018/09/20 12:23 PM MST,9/20/2018,,,FALSE,,32.42710836,-110.740872,,,,Hemiargus ceraunus,Insecta,69940,Hemiargus,Hemiargus ceraunus
2018-09-23 4:15:33 PM PDT,9/23/2018,,,FALSE,2,32.23558973,-110.9540989,,,,Harrisina metallica,Insecta,209426,Harrisina,Harrisina metallica
2018/09/22 11:42 AM MST,9/22/2018,,,FALSE,,32.2328814,-110.9003226,,,,Brephidium exilis,Insecta,53843,Brephidium,Brephidium exilis
2018/09/23 8:43 AM MST,9/23/2018,"Arizona, Pima Co., Ajo",,FALSE,,32.33739055,-112.8495141,,,,Asterocampa leilia,Insecta,148793,Asterocampa,Asterocampa leilia
